State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total_Calls,Total_minutes,Service_pressure,Call_Per_Day,min_per_day
AL,136,510,No,No,0,109.4,91,207.5,111,135.0,107,11.6,5,0,False,314,463.5,0.0,2.291970802919708,3.383211678832117
WI,66,415,Yes,No,0,208.7,84,173.3,88,264.7,107,8.3,3,3,False,282,655.0,0.04477611940298507,4.208955223880597,9.776119402985074
VT,152,510,No,Yes,20,214.6,108,96.6,82,170.7,145,7.9,5,1,False,340,489.79999999999995,0.006535947712418301,2.2222222222222223,3.2013071895424834
CT,162,408,No,No,0,49.2,121,143.9,136,203.0,97,12.1,13,1,False,367,408.20000000000005,0.006134969325153374,2.2515337423312882,2.5042944785276076
OR,72,510,No,No,0,141.3,133,134.9,96,227.5,97,11.2,3,2,False,329,514.9000000000001,0.0273972602739726,4.506849315068493,7.053424657534248
HI,101,415,No,No,0,253.2,89,237.9,114,154.3,85,9.7,7,4,False,295,655.1000000000001,0.0392156862745098,2.892156862745098,6.422549019607844
WV,125,415,No,No,0,206.0,128,198.1,71,135.9,116,13.2,3,0,False,318,553.2,0.0,2.5238095238095237,4.390476190476191
RI,46,408,No,No,0,40.4,105,172.4,83,145.1,89,9.0,2,2,False,279,366.9,0.0425531914893617,5.9361702127659575,7.806382978723404
MI,132,408,No,No,0,291.2,104,234.2,132,191.7,87,8.9,3,1,True,326,725.9999999999999,0.007518796992481203,2.4511278195488724,5.458646616541353
ME,193,415,No,Yes,31,71.2,58,124.7,105,155.5,108,11.7,3,0,False,274,363.09999999999997,0.0,1.4123711340206186,1.8716494845360823
WV,63,510,No,No,0,261.8,69,245.0,135,202.1,94,14.7,4,0,True,302,723.6,0.0,4.71875,11.30625
NE,124,510,No,No,0,191.3,134,261.5,113,182.3,111,10.0,3,1,False,361,645.1,0.008,2.888,5.1608
DC,144,415,No,No,0,133.3,101,255.5,127,228.6,68,11.6,2,0,False,298,629.0,0.0,2.0551724137931036,4.337931034482758
NH,97,408,No,Yes,28,283.1,93,185.4,98,312.8,78,6.1,8,1,False,277,787.4,0.01020408163265306,2.826530612244898,8.034693877551021
WV,137,510,No,Yes,50,186.5,94,178.0,106,215.6,100,12.1,4,2,False,304,592.2,0.014492753623188406,2.2028985507246377,4.291304347826087
IL,142,415,No,Yes,38,163.3,104,136.0,114,249.1,127,4.3,6,0,False,351,552.6999999999999,0.0,2.4545454545454546,3.8650349650349645
NH,119,415,No,Yes,19,178.1,110,212.8,100,226.3,123,10.0,6,1,False,339,627.2,0.008333333333333333,2.825,5.2266666666666675
MI,158,415,No,No,0,195.9,103,89.1,95,302.2,82,10.3,3,1,False,283,597.5,0.006289308176100629,1.779874213836478,3.757861635220126
ND,50,415,No,No,0,295.3,127,127.4,100,166.8,105,9.6,6,1,False,338,599.1,0.0196078431372549,6.627450980392157,11.747058823529413
LA,98,408,No,No,0,136.1,82,156.3,118,158.8,83,10.1,5,2,False,288,461.3,0.020202020202020204,2.909090909090909,4.6595959595959595
HI,101,415,No,Yes,24,114.1,95,161.5,86,176.3,90,13.0,9,2,False,280,464.90000000000003,0.0196078431372549,2.7450980392156863,4.557843137254903
WV,51,408,No,No,0,169.3,111,139.5,69,197.0,87,12.0,3,0,False,270,517.8,0.0,5.1923076923076925,9.957692307692307
NC,117,510,No,No,0,214.4,94,138.0,149,148.7,102,9.9,1,2,False,346,510.99999999999994,0.01694915254237288,2.9322033898305087,4.330508474576271
PA,92,415,Yes,No,0,255.8,125,142.7,111,181.2,101,11.7,3,0,False,340,591.4000000000001,0.0,3.6559139784946235,6.359139784946238
MI,86,408,No,No,0,148.2,71,285.1,91,166.4,155,6.2,3,2,False,320,605.9000000000001,0.022988505747126436,3.67816091954023,6.964367816091955
WY,122,415,No,No,0,119.3,93,223.9,103,211.9,122,8.7,4,2,False,322,563.8000000000001,0.016260162601626018,2.6178861788617884,4.583739837398374
NJ,156,408,No,Yes,27,192.3,137,199.9,115,244.2,112,14.8,8,1,False,372,651.2,0.006369426751592357,2.3694267515923566,4.147770700636943
NJ,127,510,No,No,0,245.2,91,217.2,92,243.1,128,13.9,6,0,True,317,719.4,0.0,2.4765625,5.6203125
NC,130,408,Yes,No,0,216.2,106,363.7,86,126.7,123,16.9,2,5,True,317,723.5,0.03816793893129771,2.4198473282442747,5.522900763358779
NM,158,408,No,No,0,172.4,114,256.6,69,235.3,104,0.0,0,2,False,287,664.3,0.012578616352201259,1.8050314465408805,4.177987421383648
MS,145,510,Yes,Yes,30,175.3,107,153.3,116,233.6,85,11.1,3,1,False,311,573.3000000000001,0.00684931506849315,2.1301369863013697,3.926712328767124
TX,90,415,Yes,Yes,26,169.0,104,188.8,104,213.3,76,13.3,3,0,True,287,584.4,0.0,3.1538461538461537,6.421978021978021
OK,127,510,No,Yes,27,2.6,113,254.0,102,242.7,156,9.2,5,3,False,376,508.5,0.0234375,2.9375,3.97265625
ID,109,415,No,No,0,184.1,143,211.7,105,243.0,116,9.9,2,1,False,366,648.6999999999999,0.00909090909090909,3.327272727272727,5.8972727272727266
AL,88,415,No,No,0,181.9,90,151.5,87,143.0,100,7.5,3,1,False,280,483.9,0.011235955056179775,3.146067415730337,5.437078651685393
WY,101,510,No,Yes,9,160.1,116,210.0,121,139.1,65,10.8,9,0,False,311,520.0,0.0,3.049019607843137,5.098039215686274
VA,21,415,No,No,0,223.2,142,216.5,114,214.7,111,12.4,2,1,False,369,666.8,0.045454545454545456,16.772727272727273,30.30909090909091
WV,145,408,No,Yes,31,216.0,94,225.1,123,234.7,109,10.7,1,2,False,327,686.5,0.0136986301369863,2.23972602739726,4.7020547945205475
CA,33,408,No,No,0,159.5,115,195.4,118,102.4,86,7.1,7,1,False,326,464.4,0.029411764705882353,9.588235294117647,13.658823529411764
PA,61,408,No,Yes,40,105.0,78,180.6,100,174.1,115,10.2,2,2,True,295,469.90000000000003,0.03225806451612903,4.758064516129032,7.579032258064517
CO,107,415,No,No,0,204.5,108,162.4,110,155.0,102,13.4,1,3,False,321,535.3,0.027777777777777776,2.9722222222222223,4.9564814814814815
MD,147,408,No,No,0,274.0,92,231.8,82,283.6,83,6.2,1,0,True,258,795.6000000000001,0.0,1.7432432432432432,5.3756756756756765
AL,95,415,No,No,0,229.9,116,202.4,110,171.4,105,14.2,6,1,False,337,617.9000000000001,0.010416666666666666,3.5104166666666665,6.436458333333334
MI,128,415,No,No,0,179.4,94,270.4,92,191.0,88,7.9,4,0,False,278,648.6999999999999,0.0,2.1550387596899223,5.028682170542635
OH,134,415,No,No,0,7.8,86,171.4,100,186.5,80,12.9,2,2,False,268,378.6,0.014814814814814815,1.9851851851851852,2.8044444444444445
IN,96,415,No,Yes,23,183.1,88,147.4,89,350.2,108,11.3,7,1,False,292,692.0,0.010309278350515464,3.0103092783505154,7.134020618556701
SC,107,415,No,No,0,206.9,79,262.4,117,149.3,69,10.7,3,0,False,268,629.3,0.0,2.4814814814814814,5.826851851851852
KS,123,415,No,No,0,140.0,106,153.7,101,50.1,87,12.5,1,2,False,295,356.3,0.016129032258064516,2.379032258064516,2.8733870967741937
OK,35,415,No,No,0,179.2,59,283.3,101,285.4,83,5.8,7,2,False,250,753.6999999999999,0.05555555555555555,6.944444444444445,20.93611111111111
IL,137,408,Yes,No,0,237.3,103,176.7,84,263.4,81,14.2,4,0,True,272,691.6,0.0,1.9710144927536233,5.011594202898551
TN,88,415,No,No,0,181.5,116,187.0,119,220.3,96,10.5,7,1,False,338,599.3,0.011235955056179775,3.797752808988764,6.7337078651685385
NC,116,408,No,Yes,19,155.7,104,185.4,118,192.7,116,8.2,2,3,False,340,542.0,0.02564102564102564,2.905982905982906,4.632478632478633
RI,123,510,No,Yes,23,245.0,88,265.0,105,239.7,108,14.9,3,2,False,304,764.6,0.016129032258064516,2.4516129032258065,6.166129032258064
VA,146,415,Yes,No,0,111.1,126,313.4,95,215.7,82,10.5,6,1,False,309,650.7,0.006802721088435374,2.1020408163265305,4.426530612244898
KY,106,510,No,Yes,9,88.5,100,324.8,109,79.9,86,8.2,4,3,False,299,501.40000000000003,0.028037383177570093,2.794392523364486,4.685981308411216
NV,121,408,No,Yes,44,116.0,85,150.1,120,246.8,98,12.0,2,1,False,305,524.9000000000001,0.00819672131147541,2.5,4.302459016393444
WI,137,510,No,No,0,155.5,81,133.1,94,253.1,77,9.1,2,1,False,254,550.8000000000001,0.007246376811594203,1.8405797101449275,3.9913043478260875
NE,67,510,No,Yes,31,175.2,68,199.2,73,219.8,99,13.2,6,1,False,246,607.4000000000001,0.014705882352941176,3.6176470588235294,8.932352941176472
WI,161,408,No,No,0,154.7,84,177.8,125,172.9,90,5.9,2,4,True,301,511.29999999999995,0.024691358024691357,1.8580246913580247,3.156172839506173
ME,62,415,Yes,Yes,32,218.4,93,236.7,132,192.2,137,13.2,3,0,True,365,660.5,0.0,5.7936507936507935,10.484126984126984
WY,120,415,No,Yes,24,227.5,81,234.9,71,166.4,128,9.0,13,1,False,293,637.8,0.008264462809917356,2.4214876033057853,5.271074380165289
IN,130,408,No,Yes,30,185.0,117,249.5,141,157.8,103,7.4,7,0,False,368,599.6999999999999,0.0,2.8091603053435112,4.577862595419846
WI,20,408,No,No,0,186.8,89,253.4,51,273.1,105,12.3,6,2,False,251,725.6,0.09523809523809523,11.952380952380953,34.55238095238095
CA,112,415,No,No,0,208.7,150,212.8,104,178.1,98,8.5,4,0,False,356,608.1,0.0,3.150442477876106,5.38141592920354
IN,77,408,No,No,0,185.9,95,212.0,98,282.3,81,11.3,4,3,False,278,691.5,0.038461538461538464,3.5641025641025643,8.865384615384615
SC,109,415,No,No,0,222.5,74,169.7,75,264.3,94,9.0,3,2,False,246,665.5,0.01818181818181818,2.2363636363636363,6.05
IN,108,415,No,No,0,201.1,101,170.7,86,237.4,113,11.6,3,3,False,303,620.8,0.027522935779816515,2.779816513761468,5.695412844036697
IA,79,415,No,Yes,17,167.9,114,243.7,93,211.9,114,9.1,2,1,False,323,632.6,0.0125,4.0375,7.907500000000001
MN,38,510,No,No,0,175.7,109,211.8,97,137.9,109,9.2,3,5,True,318,534.6,0.1282051282051282,8.153846153846153,13.707692307692309
AR,109,415,No,Yes,29,111.2,90,263.5,98,224.7,128,9.0,6,6,True,322,608.4,0.05454545454545454,2.9272727272727272,5.53090909090909
MS,78,415,No,No,0,87.7,74,214.8,58,201.3,147,10.8,6,1,False,285,514.6,0.012658227848101266,3.607594936708861,6.5139240506329115
MN,134,415,No,No,0,244.1,99,246.9,111,200.0,133,7.2,2,0,False,345,698.2,0.0,2.5555555555555554,5.171851851851852
WA,47,415,No,Yes,27,165.0,89,127.3,118,284.4,95,7.7,4,2,False,306,584.4000000000001,0.041666666666666664,6.375,12.175000000000002
MS,59,408,No,Yes,27,127.4,110,103.3,99,164.2,73,9.1,3,0,False,285,404.0,0.0,4.75,6.733333333333333
ID,151,415,No,No,0,194.8,106,292.7,103,224.6,82,5.5,3,0,False,294,717.6,0.0,1.9342105263157894,4.721052631578948
NC,129,415,No,No,0,54.7,131,256.1,105,176.6,135,11.1,4,1,False,375,498.5,0.007692307692307693,2.8846153846153846,3.8346153846153848
VA,107,510,No,Yes,27,283.4,104,224.1,152,241.3,63,14.4,7,2,False,326,763.1999999999999,0.018518518518518517,3.0185185185185186,7.066666666666666
MT,137,408,Yes,No,0,258.0,112,246.5,117,173.2,100,10.9,3,0,True,332,688.6,0.0,2.4057971014492754,4.989855072463769
MI,76,510,No,No,0,90.5,142,211.7,75,194.9,76,9.3,2,1,False,295,506.40000000000003,0.012987012987012988,3.831168831168831,6.5766233766233775
HI,24,415,No,No,0,235.6,132,115.9,129,185.4,136,16.2,2,0,False,399,553.1,0.0,15.96,22.124000000000002
NC,169,408,No,No,0,142.5,82,231.4,110,131.2,67,10.0,4,2,False,263,515.0999999999999,0.011764705882352941,1.5470588235294118,3.0299999999999994
MN,30,408,No,No,0,54.0,68,179.3,96,247.2,101,10.2,8,1,False,273,490.7,0.03225806451612903,8.806451612903226,15.829032258064515
WV,70,415,No,No,0,214.8,87,131.0,114,216.9,104,9.4,3,3,False,308,572.1,0.04225352112676056,4.338028169014085,8.05774647887324
SD,52,510,Yes,No,0,251.4,118,196.6,80,192.0,53,11.0,2,0,True,253,651.0,0.0,4.773584905660377,12.283018867924529
HI,3,408,No,No,0,139.0,99,250.7,108,286.2,87,6.1,3,4,False,297,682.0,1.0,74.25,170.5
MS,38,415,No,No,0,117.3,114,208.7,105,203.4,98,14.4,2,2,False,319,543.8,0.05128205128205128,8.179487179487179,13.943589743589742
NY,104,415,No,No,0,264.0,108,132.2,75,177.7,91,10.6,8,3,False,282,584.5,0.02857142857142857,2.6857142857142855,5.566666666666666
LA,27,408,No,No,0,82.6,105,204.0,99,224.2,122,9.1,4,1,False,330,519.9,0.03571428571428571,11.785714285714286,18.567857142857143
MA,13,408,No,No,0,220.4,100,211.2,79,259.3,112,13.6,8,2,False,299,704.5000000000001,0.14285714285714285,21.357142857142858,50.32142857142858
AK,52,408,No,No,0,217.0,104,152.3,83,134.3,109,11.8,4,2,False,300,515.4,0.03773584905660377,5.660377358490566,9.724528301886792
SD,114,415,No,Yes,25,129.0,77,290.0,110,177.1,110,11.6,5,1,False,302,607.7,0.008695652173913044,2.626086956521739,5.2843478260869565
CO,156,408,No,No,0,150.5,106,152.9,112,215.9,86,3.5,3,1,False,307,522.8,0.006369426751592357,1.9554140127388535,3.329936305732484
WV,62,415,No,No,0,189.5,122,103.8,95,180.6,106,10.8,5,2,False,328,484.7,0.031746031746031744,5.2063492063492065,7.693650793650794
ME,52,510,No,No,0,129.3,80,142.7,101,258.3,89,12.3,4,3,False,274,542.5999999999999,0.05660377358490566,5.169811320754717,10.237735849056602
NH,146,510,No,No,0,115.6,77,213.6,100,218.4,72,10.7,6,1,False,255,558.3000000000001,0.006802721088435374,1.7346938775510203,3.79795918367347
RI,120,415,No,Yes,23,221.9,114,254.7,84,250.5,117,7.2,5,2,False,320,734.3000000000001,0.01652892561983471,2.644628099173554,6.068595041322315
WI,90,408,No,No,0,61.3,91,194.4,94,143.1,80,11.4,9,1,False,274,410.19999999999993,0.01098901098901099,3.010989010989011,4.507692307692307
NM,147,408,Yes,No,0,183.8,113,164.7,110,111.0,87,10.1,4,1,False,314,469.6,0.006756756756756757,2.1216216216216215,3.172972972972973
WY,159,415,No,No,0,167.4,68,143.8,74,140.1,111,10.3,3,0,True,256,461.6000000000001,0.0,1.6,2.8850000000000007
IL,74,510,No,Yes,27,154.1,122,195.3,150,276.7,86,13.2,2,4,False,360,639.3,0.05333333333333334,4.8,8.524
MI,87,415,No,No,0,198.3,80,187.0,89,133.5,96,16.6,4,2,False,269,535.4,0.022727272727272728,3.0568181818181817,6.084090909090909
VA,99,510,No,No,0,128.3,78,215.3,120,143.7,140,14.3,9,2,False,347,501.6,0.02,3.47,5.016
SD,131,510,No,No,0,187.9,110,200.5,101,202.6,125,10.2,11,2,False,347,601.2,0.015151515151515152,2.628787878787879,4.554545454545455
AL,89,510,No,No,0,129.2,71,214.1,68,214.9,100,10.3,4,5,True,243,568.4999999999999,0.05555555555555555,2.7,6.3166666666666655
MS,123,415,Yes,No,0,125.5,106,128.9,96,251.9,129,6.3,6,4,True,337,512.6,0.03225806451612903,2.717741935483871,4.133870967741935
MS,130,510,No,Yes,26,257.2,108,224.3,122,204.0,118,12.6,4,1,False,352,698.1,0.007633587786259542,2.687022900763359,5.3290076335877865
HI,99,415,No,No,0,124.6,90,146.4,70,169.4,95,10.5,6,1,False,261,450.9,0.01,2.61,4.5089999999999995
WV,36,408,No,No,0,175.1,144,216.9,69,243.7,146,9.9,3,1,False,362,645.6,0.02702702702702703,9.783783783783784,17.44864864864865
WV,87,415,No,No,0,124.3,91,173.4,105,256.3,109,7.5,5,3,False,310,561.5,0.03409090909090909,3.522727272727273,6.380681818181818
WV,139,415,No,No,0,271.6,130,156.0,131,136.3,108,11.6,9,2,False,378,575.5000000000001,0.014285714285714285,2.7,4.110714285714287
IN,189,510,No,No,0,219.9,80,143.3,117,130.6,69,11.7,7,1,False,273,505.50000000000006,0.005263157894736842,1.436842105263158,2.660526315789474
NM,96,415,No,Yes,33,183.3,115,201.4,87,177.4,84,10.4,15,3,False,301,572.5,0.030927835051546393,3.1030927835051547,5.902061855670103
DE,112,408,No,No,0,101.1,119,214.4,67,179.5,112,10.3,5,2,False,303,505.3,0.017699115044247787,2.6814159292035398,4.471681415929203
NJ,108,415,No,Yes,41,171.6,110,136.1,78,183.4,103,10.8,7,0,False,298,501.90000000000003,0.0,2.7339449541284404,4.604587155963303
RI,121,510,No,Yes,20,211.9,110,215.1,120,238.5,107,9.4,2,0,False,339,674.9,0.0,2.778688524590164,5.531967213114754
SD,116,415,No,No,0,63.7,101,195.8,95,210.1,87,10.0,6,1,False,289,479.6,0.008547008547008548,2.47008547008547,4.0991452991453
NH,161,415,No,No,0,173.4,100,213.7,74,141.5,69,11.5,4,1,False,247,540.1,0.006172839506172839,1.5246913580246915,3.333950617283951
AL,19,415,Yes,No,0,237.7,98,207.1,121,182.2,95,4.5,4,0,False,318,631.5,0.0,15.9,31.575
ID,119,415,Yes,Yes,32,173.0,101,209.4,93,231.1,91,12.2,4,0,False,289,625.7,0.0,2.408333333333333,5.214166666666667
MD,125,415,No,No,0,224.9,102,143.8,87,198.9,105,8.0,2,0,False,296,575.6,0.0,2.3492063492063493,4.568253968253968
IN,156,510,No,No,0,237.7,122,181.5,91,185.7,151,7.7,4,1,False,368,612.6,0.006369426751592357,2.343949044585987,3.901910828025478
WY,109,415,No,No,0,137.0,128,217.0,116,182.1,86,10.0,5,2,False,335,546.1,0.01818181818181818,3.0454545454545454,4.964545454545455
NH,95,510,No,No,0,142.5,109,176.1,107,189.6,88,8.2,3,2,False,307,516.4000000000001,0.020833333333333332,3.1979166666666665,5.379166666666667
MN,90,408,No,No,0,142.4,126,126.2,118,274.2,71,4.6,4,1,False,319,547.4,0.01098901098901099,3.5054945054945055,6.015384615384615
MA,105,415,No,Yes,21,147.0,112,197.3,43,267.4,93,8.7,3,2,False,251,620.4000000000001,0.018867924528301886,2.3679245283018866,5.852830188679246
NH,101,510,No,No,0,220.3,124,188.6,101,278.4,98,10.6,4,1,False,327,697.9,0.00980392156862745,3.2058823529411766,6.842156862745098
MN,95,415,No,No,0,149.2,96,260.7,116,201.0,120,8.1,2,1,False,334,619.0,0.010416666666666666,3.4791666666666665,6.447916666666667
IA,123,415,No,No,0,204.4,88,137.5,111,226.0,100,10.0,4,0,False,303,577.9,0.0,2.443548387096774,4.660483870967742
AL,141,510,No,Yes,28,308.0,123,247.8,128,152.9,103,7.4,3,1,False,357,716.0999999999999,0.007042253521126761,2.5140845070422535,5.042957746478873
CA,75,415,No,Yes,19,210.3,90,241.8,87,215.7,102,13.1,3,4,False,282,680.9,0.05263157894736842,3.710526315789474,8.95921052631579
MA,126,408,No,Yes,24,58.9,125,305.5,90,158.9,73,12.1,6,0,False,294,535.4,0.0,2.3149606299212597,4.215748031496063
FL,153,415,No,No,0,228.9,102,160.7,136,203.1,109,12.5,2,0,False,349,605.2,0.0,2.2662337662337664,3.92987012987013
NH,97,408,No,Yes,32,90.0,87,276.3,113,185.2,107,8.6,6,2,True,313,560.1,0.02040816326530612,3.193877551020408,5.71530612244898
IN,115,408,No,No,0,146.7,128,106.2,74,197.7,104,11.1,4,2,False,310,461.7,0.017241379310344827,2.6724137931034484,3.9801724137931034
MA,17,415,Yes,No,0,162.8,118,229.6,91,332.7,94,13.6,3,0,True,306,738.6999999999999,0.0,17.0,41.038888888888884
NH,105,415,No,Yes,20,186.9,114,256.3,91,334.7,104,8.9,2,1,False,311,786.8000000000001,0.009433962264150943,2.9339622641509435,7.422641509433963
TX,121,415,No,No,0,86.1,100,259.8,113,148.0,79,9.1,9,2,False,301,503.0,0.01639344262295082,2.4672131147540983,4.122950819672131
NC,125,408,No,No,0,212.3,89,215.4,127,186.8,73,11.3,2,2,False,291,625.8,0.015873015873015872,2.3095238095238093,4.966666666666666
CT,124,415,No,No,0,151.0,98,120.6,119,152.8,81,9.2,2,2,False,300,433.6,0.016,2.4,3.4688000000000003
LA,123,510,No,Yes,32,212.3,77,251.5,78,208.7,85,6.6,2,3,False,242,679.1,0.024193548387096774,1.9516129032258065,5.476612903225806
NV,124,415,No,No,0,234.4,61,179.3,111,285.5,117,10.4,6,3,False,295,709.6,0.024,2.36,5.6768
WV,133,510,No,No,0,176.8,92,187.5,97,196.8,88,6.5,3,2,False,280,567.6,0.014925373134328358,2.08955223880597,4.235820895522388
SC,1,415,No,Yes,26,146.6,68,172.8,67,173.8,113,10.0,2,1,False,250,503.2,0.5,125.0,251.6
KS,107,415,No,No,0,260.5,108,102.4,110,129.7,148,9.8,5,1,False,371,502.4,0.009259259259259259,3.435185185185185,4.651851851851852
NY,91,415,No,Yes,20,146.1,98,277.4,104,137.7,100,6.2,3,1,False,305,567.4000000000001,0.010869565217391304,3.3152173913043477,6.167391304347827
MI,178,408,Yes,No,0,124.5,134,141.2,78,268.2,113,11.4,2,2,True,327,545.3,0.0111731843575419,1.8268156424581006,3.0463687150837986
MA,123,415,No,No,0,209.4,49,237.4,117,239.2,98,9.8,11,1,False,275,695.8,0.008064516129032258,2.217741935483871,5.611290322580645
UT,170,415,No,No,0,285.7,44,167.5,144,260.0,97,8.7,4,1,True,289,721.9000000000001,0.005847953216374269,1.6900584795321638,4.221637426900585
HI,135,415,No,No,0,190.9,44,161.4,109,231.9,100,8.4,2,1,False,255,592.6,0.007352941176470588,1.875,4.357352941176471
OR,134,415,No,Yes,50,208.8,130,132.9,104,136.7,107,11.1,4,2,False,345,489.50000000000006,0.014814814814814815,2.5555555555555554,3.625925925925926
CT,93,415,No,No,0,271.1,101,237.4,133,145.4,103,8.4,6,1,True,343,662.3,0.010638297872340425,3.648936170212766,7.0457446808510635
AZ,138,415,No,No,0,240.8,104,144.5,92,125.7,98,11.6,1,0,False,295,522.6,0.0,2.1223021582733814,3.7597122302158277
OR,159,510,No,No,0,114.8,98,192.6,101,259.0,108,12.2,5,0,False,312,578.6,0.0,1.95,3.61625
DE,103,415,No,Yes,34,138.8,80,142.0,108,183.8,77,11.8,7,1,False,272,476.40000000000003,0.009615384615384616,2.6153846153846154,4.580769230769231
MA,150,408,No,Yes,27,209.8,112,155.0,80,251.5,111,7.2,6,0,False,309,623.5,0.0,2.0463576158940397,4.129139072847682
CT,37,408,No,No,0,134.9,98,248.4,130,236.2,113,14.7,2,3,False,343,634.2,0.07894736842105263,9.026315789473685,16.689473684210526
AR,33,415,Yes,No,0,164.0,99,153.1,102,123.8,104,6.4,4,0,False,309,447.3,0.0,9.088235294117647,13.155882352941177
SD,55,415,No,No,0,245.5,130,192.7,54,141.7,83,9.1,4,1,False,271,589.0,0.017857142857142856,4.839285714285714,10.517857142857142
CT,107,408,No,No,0,90.7,90,207.5,109,169.4,96,5.6,5,2,False,300,473.20000000000005,0.018518518518518517,2.7777777777777777,4.381481481481482
MS,78,408,No,No,0,108.6,108,209.9,126,222.6,117,7.9,5,1,True,356,549.0,0.012658227848101266,4.506329113924051,6.949367088607595
MT,85,408,No,Yes,17,89.8,88,233.2,75,165.7,116,9.3,7,4,True,286,498.0,0.046511627906976744,3.3255813953488373,5.790697674418604
AK,61,415,No,Yes,15,252.4,106,187.8,69,259.6,137,10.0,3,2,False,315,709.8000000000001,0.03225806451612903,5.080645161290323,11.448387096774194
DE,97,415,No,Yes,32,183.4,94,269.1,120,203.5,38,6.7,4,5,False,256,662.7,0.05102040816326531,2.6122448979591835,6.762244897959184
OH,136,408,Yes,No,0,183.4,103,141.9,113,200.4,122,10.4,9,2,False,347,536.1,0.014598540145985401,2.5328467153284673,3.913138686131387
MN,135,408,No,No,0,155.2,100,135.9,84,184.6,82,3.8,9,3,False,275,479.50000000000006,0.022058823529411766,2.0220588235294117,3.5257352941176476
CA,87,415,No,Yes,19,165.8,122,186.9,89,249.7,78,0.0,0,1,False,289,602.4000000000001,0.011363636363636364,3.284090909090909,6.845454545454547
