State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn
AZ,138,415,No,No,0,240.8,104,144.5,92,125.7,98,11.6,1,0,False
OR,159,510,No,No,0,114.8,98,192.6,101,259.0,108,12.2,5,0,False
DE,103,415,No,Yes,34,138.8,80,142.0,108,183.8,77,11.8,7,1,False
MA,150,408,No,Yes,27,209.8,112,155.0,80,251.5,111,7.2,6,0,False
CT,37,408,No,No,0,134.9,98,248.4,130,236.2,113,14.7,2,3,False
AR,33,415,Yes,No,0,164.0,99,153.1,102,123.8,104,6.4,4,0,False
SD,55,415,No,No,0,245.5,130,192.7,54,141.7,83,9.1,4,1,False
CT,107,408,No,No,0,90.7,90,207.5,109,169.4,96,5.6,5,2,False
MS,78,408,No,No,0,108.6,108,209.9,126,222.6,117,7.9,5,1,True
MT,85,408,No,Yes,17,89.8,88,233.2,75,165.7,116,9.3,7,4,True
AK,61,415,No,Yes,15,252.4,106,187.8,69,259.6,137,10.0,3,2,False
DE,97,415,No,Yes,32,183.4,94,269.1,120,203.5,38,6.7,4,5,False
OH,136,408,Yes,No,0,183.4,103,141.9,113,200.4,122,10.4,9,2,False
MN,135,408,No,No,0,155.2,100,135.9,84,184.6,82,3.8,9,3,False
CA,87,415,No,Yes,19,165.8,122,186.9,89,249.7,78,0.0,0,1,False
NV,148,415,No,No,0,279.3,104,201.6,87,280.8,99,7.9,2,2,True
SC,99,415,No,No,0,174.1,102,99.1,118,211.6,126,7.7,2,2,False
WV,123,415,No,No,0,175.7,78,184.6,96,156.9,92,9.1,2,2,False
NM,127,415,Yes,No,0,256.5,87,222.1,101,156.7,122,13.0,3,1,False
WY,151,415,No,No,0,170.2,89,187.5,83,119.5,100,4.3,3,0,False
CA,185,408,No,No,0,139.6,92,250.2,115,158.1,79,10.8,4,1,False
WY,58,510,No,No,0,210.1,126,248.9,108,158.6,88,14.4,2,4,False
MA,58,408,No,No,0,174.4,112,265.8,122,182.4,87,0.0,0,4,False
UT,108,415,No,No,0,210.6,117,164.2,103,201.4,68,9.4,5,0,False
MN,132,510,No,No,0,121.5,88,253.0,124,195.7,120,10.7,4,1,False
NE,80,415,No,No,0,127.8,67,181.6,112,197.3,63,15.9,2,2,False
KY,110,510,No,No,0,99.4,62,275.0,86,212.1,94,16.7,3,2,False
NY,168,408,No,No,0,163.4,134,240.1,87,164.0,147,11.6,2,2,True
CO,125,408,No,Yes,23,120.5,104,227.8,115,158.5,100,10.2,3,1,False
DC,170,510,No,No,0,184.1,106,204.9,70,224.3,133,9.8,3,2,False
AK,71,510,No,No,0,185.0,84,232.5,129,191.1,82,14.9,4,3,False
SC,124,415,No,No,0,160.9,109,144.2,152,120.4,97,12.9,12,1,False
KS,68,415,No,No,0,207.6,68,251.6,123,191.6,100,10.9,6,2,False
UT,97,415,No,No,0,209.2,134,0.0,0,175.4,94,11.8,6,1,False
IL,98,510,Yes,No,0,158.4,71,306.6,66,144.2,93,2.1,4,1,False
DC,24,408,No,No,0,149.0,73,131.0,81,238.6,69,8.6,3,2,True
DC,136,510,No,No,0,204.5,63,208.8,95,224.0,119,9.8,2,0,False
OK,44,408,No,No,0,288.8,86,175.9,87,215.4,106,9.5,2,0,True
KY,96,415,No,Yes,40,108.6,90,206.4,154,126.3,118,13.4,4,0,False
HI,24,415,No,No,0,156.2,104,90.0,101,205.1,116,7.3,5,1,False
SC,112,415,No,Yes,31,225.2,89,256.8,117,249.7,87,11.5,1,4,False
GA,117,415,Yes,No,0,287.4,118,259.6,84,153.2,86,10.0,3,1,True
KS,137,415,No,Yes,19,175.3,96,241.3,146,211.4,109,7.8,2,0,False
UT,95,415,No,No,0,157.9,103,259.6,90,230.0,117,14.0,2,0,False
ND,145,415,No,No,0,245.8,116,286.7,91,240.7,115,9.0,13,1,True
KY,56,415,Yes,No,0,177.7,114,215.6,110,236.7,67,10.5,5,1,False
OH,133,408,No,No,0,117.8,100,199.2,105,244.1,119,11.8,4,0,True
TX,53,415,No,No,0,119.7,113,189.7,84,256.2,108,12.9,7,2,False
WY,123,415,No,No,0,242.2,87,226.1,101,268.6,121,8.2,3,5,True
WV,62,408,No,No,0,128.7,111,169.5,104,193.6,97,10.3,5,1,False
MI,55,415,No,Yes,20,207.7,91,199.7,113,216.5,110,7.3,1,1,False
NY,125,415,No,No,0,233.3,65,209.8,93,210.6,109,9.1,4,1,False
TX,1,415,No,No,0,182.1,106,134.9,106,152.3,75,10.0,3,5,True
KY,98,415,No,Yes,36,168.0,81,163.2,125,172.7,120,8.0,2,6,True
SD,105,415,No,No,0,251.6,88,175.1,103,184.4,112,5.4,5,1,False
OR,99,408,No,No,0,256.4,44,214.5,105,233.7,75,7.9,1,3,True
WV,177,408,No,No,0,227.8,81,161.8,97,217.0,106,8.0,5,1,False
CT,160,415,No,No,0,234.9,136,270.8,134,219.3,101,13.9,2,1,True
ND,90,415,No,Yes,22,124.5,94,231.7,90,222.2,108,6.4,12,1,False
MI,148,415,Yes,No,0,233.5,81,187.7,71,122.3,97,9.6,2,0,True
MT,147,415,No,Yes,35,197.3,134,141.1,99,212.1,90,10.1,4,2,True
WV,80,415,No,No,0,151.5,89,131.7,78,235.3,131,11.8,4,0,False
AR,122,415,Yes,No,0,146.3,117,218.7,93,236.0,97,11.5,5,1,False
MT,132,408,No,No,0,195.1,100,148.8,95,224.5,117,6.7,2,0,False
UT,83,510,No,No,0,208.9,71,214.8,92,247.9,108,13.0,5,1,False
HI,99,408,No,No,0,135.7,107,208.4,103,209.0,95,8.8,3,7,True
KS,84,415,No,No,0,225.9,86,275.6,105,201.4,108,14.3,3,3,True
NY,46,415,No,No,0,122.2,67,167.2,62,194.8,98,9.7,6,1,False
OH,87,510,No,No,0,153.3,106,224.5,117,273.4,152,8.9,5,2,False
KS,73,408,No,No,0,194.8,112,167.2,85,100.3,61,10.8,6,1,False
IN,7,415,No,No,0,206.7,87,281.1,83,158.5,77,11.0,5,3,False
OR,89,415,No,Yes,12,188.0,105,151.3,107,201.9,132,10.5,3,2,False
NY,131,408,Yes,No,0,122.3,83,118.8,94,147.9,95,13.7,3,3,True
VA,105,415,No,No,0,259.3,96,175.2,97,222.4,36,12.0,5,3,False
ID,47,415,No,Yes,28,172.9,109,137.6,94,203.8,109,8.3,6,1,False
OR,161,408,No,No,0,196.6,73,170.2,79,194.3,79,12.5,3,1,False
AZ,69,415,No,Yes,31,194.9,63,191.6,90,153.0,129,13.2,2,2,False
PA,87,408,No,Yes,30,262.8,114,215.8,130,154.8,88,7.8,2,0,False
CO,71,415,No,No,0,211.2,70,252.7,122,225.8,104,12.3,3,0,False
KY,76,415,No,No,0,204.0,69,225.1,110,240.3,85,9.6,5,1,False
NJ,87,510,No,No,0,223.2,109,127.5,86,289.3,83,14.5,4,3,False
IL,117,408,No,No,0,119.0,82,187.5,108,189.3,97,11.5,3,1,False
WA,177,415,No,No,0,266.1,91,225.2,79,224.7,58,8.9,8,3,True
WV,95,415,No,No,0,134.4,104,152.4,95,236.5,80,9.4,3,1,False
OH,66,415,No,No,0,170.5,103,254.3,77,197.3,138,10.5,2,2,False
MO,110,415,No,No,0,178.5,124,146.9,141,217.1,102,9.9,7,1,False
VA,133,408,No,Yes,39,239.9,107,253.8,77,128.7,85,6.7,3,5,False
FL,185,408,No,No,0,55.6,97,288.7,83,111.2,110,12.1,3,2,False
NY,91,510,No,No,0,109.8,100,189.6,104,206.7,85,11.1,3,1,False
WV,131,415,No,No,0,196.1,89,185.5,87,250.0,132,5.2,6,2,False
LA,153,510,No,No,0,166.8,127,143.5,121,210.7,130,11.8,4,0,False
MA,132,415,No,Yes,25,113.2,96,269.9,107,229.1,87,7.1,7,2,False
AL,141,408,No,No,0,242.8,90,234.1,80,211.5,104,6.0,3,5,False
ME,105,415,No,No,0,156.5,102,140.2,134,227.4,111,12.2,2,2,False
TX,169,408,No,No,0,266.7,105,158.2,88,287.7,111,13.8,3,3,True
ND,127,415,No,Yes,23,182.0,80,216.1,85,156.9,82,9.8,4,1,False
LA,123,415,No,Yes,33,146.6,87,114.8,59,220.4,99,2.9,7,0,False
MT,103,510,No,Yes,35,110.5,101,208.3,81,87.4,77,13.9,2,4,True
OR,101,415,No,No,0,118.6,89,199.6,97,53.3,61,11.5,5,1,False
NH,123,415,No,Yes,22,197.6,105,80.0,86,120.8,82,15.6,12,2,False
NE,78,510,No,Yes,32,210.3,116,192.2,83,246.1,92,10.8,4,6,False
WV,101,415,No,Yes,28,220.3,96,285.8,72,203.0,111,9.4,6,4,False
NV,129,415,No,No,0,150.0,98,232.4,101,261.2,123,12.5,6,1,False
MA,67,415,No,Yes,34,161.7,114,207.6,115,205.7,114,9.2,4,0,False
MI,37,415,No,No,0,191.4,116,167.4,99,216.5,112,14.0,5,3,False
WV,173,510,No,No,0,109.4,103,101.3,111,167.3,106,7.8,7,1,False
KY,135,510,No,No,0,144.1,115,249.8,68,211.4,82,13.6,3,1,False
NJ,75,415,No,Yes,42,248.9,93,170.8,108,104.5,91,11.2,8,1,False
ME,88,415,No,No,0,85.7,112,221.6,70,190.6,75,11.6,3,4,True
TX,112,415,No,No,0,214.8,112,209.7,104,164.4,97,9.4,5,3,False
MN,113,408,No,No,0,158.9,137,242.8,109,247.8,97,6.5,4,0,False
VA,121,510,No,Yes,28,110.0,94,141.5,76,237.3,87,6.4,3,2,False
MD,90,415,No,No,0,145.6,103,197.1,137,294.5,83,10.5,4,0,False
RI,39,408,No,No,0,93.3,83,199.6,114,206.2,104,6.5,4,0,False
MD,176,408,No,No,0,201.9,101,154.7,78,164.4,79,9.0,2,1,False
NM,105,408,No,No,0,146.4,81,225.1,80,230.1,117,8.5,2,1,False
MN,57,415,No,No,0,272.7,74,224.9,85,178.2,104,10.5,3,2,True
MI,110,510,No,No,0,18.9,92,258.4,81,109.6,74,14.8,4,1,False
AL,95,408,No,No,0,190.2,119,157.1,70,181.5,120,14.0,6,0,False
MI,147,415,No,No,0,130.6,83,208.1,144,204.6,72,15.6,3,3,False
SC,101,415,No,No,0,158.4,92,188.0,117,219.7,125,13.5,4,4,True
MS,115,415,No,No,0,166.5,111,236.2,98,205.6,92,15.6,2,1,False
MS,103,415,No,No,0,129.3,103,202.8,89,233.0,126,12.9,2,2,False
CA,82,415,No,No,0,199.3,112,193.4,120,254.4,117,7.0,10,0,False
MD,141,415,No,No,0,185.1,126,233.0,98,152.2,106,9.1,7,0,False
ND,149,408,No,No,0,175.4,80,197.4,127,188.2,102,9.7,2,2,False
SD,119,510,No,No,0,94.2,108,264.1,100,203.7,79,7.3,3,1,False
AL,112,510,No,No,0,189.4,83,219.0,89,168.0,116,7.1,8,3,False
NV,116,510,No,Yes,35,118.0,103,167.2,106,205.7,102,11.8,2,2,False
LA,94,415,No,No,0,212.1,98,189.4,89,352.2,95,8.4,5,3,False
VA,90,408,No,No,0,222.0,93,187.0,103,282.3,124,12.4,6,2,False
DE,114,415,No,Yes,31,222.8,98,180.5,105,151.3,101,13.0,4,0,False
CT,63,408,No,Yes,25,190.0,137,116.6,76,141.5,110,12.2,2,1,False
MA,122,408,No,Yes,29,195.4,83,268.2,93,168.0,95,8.4,6,3,False
WA,62,415,No,No,0,100.0,98,173.5,95,218.0,122,10.1,4,0,False
SC,78,415,No,Yes,21,160.6,85,223.1,79,124.0,92,9.5,1,2,False
IN,148,415,No,Yes,26,158.7,91,160.5,127,218.3,88,9.9,3,1,False
MD,154,510,No,No,0,154.5,122,214.2,71,178.0,105,12.0,2,3,True
NV,110,408,No,Yes,34,192.3,114,129.3,114,136.3,102,6.3,12,1,False
TX,75,415,No,No,0,305.1,106,188.0,115,235.4,116,8.5,5,0,True
ND,84,408,No,Yes,38,193.0,106,153.6,106,260.4,87,7.4,5,2,False
WV,113,510,No,No,0,72.5,88,204.0,112,117.9,118,6.6,3,1,False
CO,181,510,No,Yes,40,105.2,61,341.3,79,165.7,97,6.3,3,2,False
TX,51,415,No,No,0,180.5,88,134.7,102,170.7,97,10.0,3,2,False
FL,102,408,No,Yes,29,214.7,86,314.3,109,280.2,110,14.3,2,0,False
AL,107,408,No,No,0,86.8,95,108.1,85,204.3,87,13.2,3,1,False
WV,88,510,No,No,0,131.5,99,174.8,128,184.2,83,7.9,2,5,True
MI,82,415,No,No,0,135.4,102,237.1,122,118.3,91,17.5,4,0,False
NY,204,415,No,No,0,174.3,85,254.1,95,176.4,96,5.9,3,6,False
MO,174,510,No,No,0,235.5,108,142.3,143,316.7,131,12.5,5,0,False
AR,129,415,No,No,0,157.0,113,256.9,97,185.5,126,12.1,2,2,False
MS,190,415,Yes,No,0,111.9,55,223.0,124,243.2,81,10.0,7,3,False
NY,54,510,Yes,No,0,236.3,91,152.8,130,160.3,98,11.2,8,3,False
SD,78,408,No,No,0,163.6,88,283.4,93,262.1,108,8.6,9,0,False
AK,100,415,No,Yes,29,213.6,127,175.9,82,207.2,100,8.9,3,1,False
WV,70,510,No,Yes,30,143.4,72,170.0,92,127.9,68,9.4,4,3,False
VA,117,408,No,No,0,97.1,98,228.0,131,240.0,111,10.6,3,1,False
MS,68,415,No,No,0,94.1,93,147.6,80,213.5,85,10.1,2,0,False
SD,27,510,No,No,0,226.3,95,274.3,109,242.7,119,8.2,3,2,True
MN,91,415,No,No,0,133.8,61,158.8,96,189.6,92,10.5,2,1,False
AL,181,415,No,Yes,27,190.3,93,249.0,127,215.7,82,10.6,4,1,False
CO,118,415,No,Yes,36,294.9,106,165.7,115,189.2,63,9.8,5,3,False
ME,112,415,No,No,0,185.4,114,191.4,119,144.0,78,10.0,11,2,False
GA,93,415,No,No,0,179.5,121,191.9,131,165.5,125,12.0,4,0,False
AZ,102,408,No,No,0,158.0,94,207.9,100,190.4,120,10.1,10,0,False
MA,93,415,No,No,0,173.0,131,190.4,108,290.0,66,10.4,2,0,False
AZ,107,415,No,Yes,32,134.2,101,211.9,145,167.6,138,8.2,5,1,False
DE,115,415,No,No,0,195.9,111,227.0,108,313.2,113,13.2,1,2,False
WI,63,510,No,Yes,13,214.2,61,181.2,88,174.0,68,10.3,2,0,False
DC,119,408,No,Yes,26,132.0,100,173.3,121,203.5,108,11.6,5,1,False
GA,73,408,No,No,0,157.6,92,198.3,87,364.9,106,9.1,4,1,False
HI,98,408,No,Yes,30,110.3,71,182.4,108,183.8,88,11.0,8,2,False
VA,139,415,Yes,No,0,161.5,121,192.9,137,168.3,96,11.2,13,0,False
NY,31,408,No,Yes,28,171.8,116,240.7,125,245.5,80,10.6,7,1,False
PA,129,510,No,Yes,32,211.0,99,155.1,89,234.8,96,11.4,5,1,False
AR,115,415,No,No,0,139.3,89,192.3,95,151.0,75,9.3,3,7,True
HI,108,415,No,No,0,291.6,99,221.1,93,229.2,110,14.0,9,2,True
WV,102,408,No,No,0,234.8,125,199.2,99,163.2,88,10.0,1,4,False
OK,149,408,No,No,0,187.6,83,201.4,81,264.2,79,8.8,1,1,False
ND,131,408,No,Yes,33,177.1,100,194.0,85,253.4,124,5.2,5,1,False
MO,83,408,No,No,0,117.9,101,160.4,92,235.3,150,11.4,10,0,False
AR,96,415,No,Yes,21,247.6,95,256.3,150,158.6,72,10.8,6,2,False
GA,98,408,No,No,0,169.9,77,138.3,155,142.6,105,8.5,7,1,False
TN,3,415,No,No,0,185.0,120,203.7,129,170.5,89,14.1,3,3,False
MA,77,408,No,Yes,17,204.9,84,201.0,102,219.7,97,11.3,5,0,False
ND,75,408,No,Yes,24,225.5,119,182.0,108,270.9,106,9.4,2,3,False
IA,40,510,No,No,0,169.7,115,141.4,123,253.0,115,10.5,3,4,True
AL,16,415,No,No,0,161.9,100,230.1,138,148.8,78,10.2,11,3,False
NY,115,510,No,Yes,16,133.3,110,185.7,111,161.5,113,5.6,4,2,False
PA,108,510,No,Yes,25,170.7,88,109.9,113,165.7,99,8.7,1,3,False
VT,107,510,No,No,0,189.7,76,156.1,65,244.0,91,8.3,3,5,False
NC,161,415,No,No,0,322.3,100,230.4,135,241.5,104,7.8,5,2,True
CT,147,415,No,No,0,124.4,74,320.9,78,157.2,126,10.4,4,2,False
MO,107,415,No,No,0,146.9,94,114.3,111,114.5,97,11.4,5,3,False
AK,58,510,No,No,0,131.9,96,167.6,107,205.9,106,14.7,5,3,False
LA,91,408,No,No,0,147.2,121,175.2,87,136.3,80,13.3,3,2,False
AL,13,415,No,No,0,143.1,139,239.6,88,221.7,123,7.1,5,2,False
MA,93,415,No,Yes,31,237.2,85,213.1,100,192.7,87,10.7,4,1,False
DE,95,510,No,No,0,184.2,95,181.6,101,143.4,113,12.8,4,2,False
SC,104,415,No,No,0,109.1,141,187.1,140,216.6,100,10.0,4,3,False
NH,35,408,No,No,0,138.1,115,158.2,82,215.7,118,10.3,2,5,True
LA,62,415,No,No,0,186.8,94,207.6,92,195.0,98,8.8,4,3,False
MS,143,510,No,No,0,155.4,112,290.9,92,228.4,91,13.9,5,1,False
WA,60,415,Yes,No,0,205.9,97,277.4,117,202.0,139,11.0,2,0,True
SC,41,510,No,No,0,207.2,138,214.1,83,193.0,105,11.9,4,1,False
ME,56,408,No,No,0,221.9,112,278.2,122,288.1,85,7.1,5,0,True
AZ,94,415,No,No,0,220.8,111,156.2,67,187.9,89,10.5,4,2,False
CT,73,415,No,Yes,47,173.7,117,204.0,114,174.6,94,6.3,3,2,False
AR,127,415,Yes,No,0,143.2,60,179.5,159,171.8,122,6.2,4,4,True
RI,33,415,No,No,0,184.4,111,203.8,110,237.4,100,9.3,5,3,False
NV,148,510,No,No,0,216.2,95,185.7,105,300.0,143,10.0,5,2,False
UT,81,415,No,No,0,129.9,121,230.1,105,140.5,123,13.3,3,0,False
NC,122,510,No,Yes,30,230.1,108,287.6,76,177.1,85,6.9,3,2,False
MI,52,415,No,No,0,204.4,97,273.2,128,179.6,118,11.0,5,1,False
WI,91,408,No,Yes,44,216.6,101,173.1,98,242.1,95,9.1,3,1,False
AR,54,415,No,No,0,247.5,85,225.4,93,244.3,132,10.2,2,2,True
NH,152,510,No,No,0,228.1,93,136.4,106,197.3,107,9.0,2,1,False
TX,201,415,No,No,0,225.9,110,299.1,86,251.3,81,11.2,4,1,True
ID,78,415,No,No,0,103.5,115,117.9,102,201.0,94,12.0,3,4,True
CT,67,415,No,No,0,115.5,70,252.2,143,208.9,91,7.5,6,0,False
NH,100,408,No,No,0,218.8,125,148.3,102,277.8,97,9.7,6,1,False
WY,41,510,No,No,0,223.8,67,244.8,74,223.8,156,12.3,5,3,False
OR,133,415,No,No,0,143.8,71,184.0,131,275.5,132,12.9,4,3,False
SC,36,408,No,Yes,43,29.9,123,129.1,117,325.9,105,8.6,6,2,False
MD,51,510,No,Yes,28,276.7,121,203.7,99,246.2,88,8.3,3,0,False
NY,122,415,No,No,0,141.4,128,146.4,70,123.0,75,8.1,4,0,False
UT,110,408,No,No,0,192.6,102,178.9,118,214.6,74,9.4,4,1,False
AL,91,408,Yes,No,0,151.8,115,103.6,116,156.3,86,12.2,4,1,False
DE,121,408,No,No,0,215.6,74,192.9,98,144.0,103,10.1,4,5,False
WV,109,415,No,No,0,180.0,100,229.0,103,139.4,105,7.8,8,3,False
NC,72,415,No,No,0,196.5,88,158.6,129,269.3,118,6.8,3,0,False
AZ,108,415,No,No,0,193.3,126,154.7,85,174.8,98,9.4,6,3,False
ND,148,415,Yes,No,0,218.7,111,155.6,133,277.4,62,8.2,5,1,False
WA,76,510,Yes,No,0,246.8,110,206.3,63,208.4,123,13.2,5,0,True
ID,103,415,No,No,0,174.7,151,148.0,56,168.2,109,15.8,3,6,True
CT,87,415,No,No,0,240.0,83,134.1,106,189.1,84,9.3,2,0,True
OK,35,510,No,Yes,37,181.2,76,177.6,98,228.0,136,5.0,3,2,False
ID,77,510,No,Yes,29,211.1,89,223.5,97,148.4,106,9.7,9,2,False
OR,124,510,No,No,0,169.3,108,178.6,91,242.3,82,12.2,3,1,False
SD,30,415,No,No,0,247.4,107,175.9,76,287.4,90,11.3,2,0,False
DE,53,415,No,Yes,32,131.2,63,227.4,125,178.9,105,12.8,2,2,False
CT,100,510,Yes,No,0,107.2,98,86.8,122,156.2,117,9.7,4,1,False
MN,59,408,No,Yes,32,211.9,120,202.9,136,213.5,95,8.8,5,1,False
WA,143,510,No,No,0,160.4,120,285.9,104,182.5,85,6.9,4,3,False
MS,111,408,No,No,0,294.7,90,294.6,72,260.1,121,10.8,3,1,True
WA,143,510,No,No,0,133.4,107,223.9,117,180.4,85,10.2,13,1,False
OH,68,415,Yes,Yes,24,125.7,92,275.9,98,214.5,108,14.2,6,3,True
TN,93,510,Yes,No,0,168.4,114,276.0,127,196.2,48,11.4,3,1,False
ID,103,415,No,No,0,70.9,134,134.5,112,168.8,164,12.0,6,2,False
WV,144,510,No,Yes,38,105.0,86,121.8,123,221.5,122,3.7,4,0,False
WI,93,415,No,No,0,152.1,141,215.5,107,262.4,111,12.0,7,1,False
OK,149,510,Yes,No,0,180.9,79,194.9,83,197.8,109,8.8,9,3,False
WV,23,510,No,Yes,31,156.6,84,161.5,96,294.6,107,9.4,6,1,False
SD,221,510,No,Yes,24,180.5,85,224.1,92,205.7,103,2.4,3,0,False
KS,164,510,No,Yes,30,238.8,100,230.0,121,206.3,66,13.2,8,1,False
NC,104,415,No,Yes,18,182.1,66,213.6,65,193.0,108,13.4,9,2,False
NY,150,415,No,Yes,35,139.6,72,332.8,170,213.8,105,8.8,2,2,False
WI,184,408,No,Yes,12,200.3,76,253.6,105,149.3,93,10.2,5,0,False
UT,61,415,Yes,Yes,29,128.2,119,171.7,83,250.9,114,11.7,6,3,False
IN,115,415,No,No,0,226.4,101,276.8,60,213.4,82,12.3,4,3,True
AR,33,408,No,No,0,251.9,81,194.6,96,211.2,87,8.4,3,2,False
ME,100,510,No,No,0,264.5,117,194.0,111,262.7,111,7.5,4,2,True
DE,75,510,No,Yes,28,200.6,96,164.1,111,169.6,153,2.5,5,1,False
AK,121,408,No,Yes,34,245.0,95,216.9,66,112.4,125,7.5,8,0,False
MI,142,415,Yes,No,0,140.8,140,228.6,119,152.9,88,10.9,7,1,False
WA,121,510,No,No,0,255.1,93,266.9,97,197.7,118,8.8,3,3,True
SD,87,415,No,Yes,33,125.0,99,235.3,81,215.3,95,10.2,7,2,False
SD,34,408,No,No,0,180.6,65,280.4,99,292.4,105,5.0,3,1,False
AK,177,415,Yes,No,0,248.7,118,172.3,73,191.9,87,11.3,2,1,True
MA,58,415,No,Yes,30,178.1,111,236.7,109,264.0,118,8.4,2,0,False
AR,113,415,Yes,No,0,122.2,112,131.7,94,169.5,106,10.3,9,5,True
OR,89,415,No,No,0,111.2,101,122.1,94,180.8,85,12.6,2,3,False
NC,77,408,Yes,Yes,44,103.2,117,236.3,86,203.5,101,11.9,2,0,True
OK,146,510,No,No,0,138.4,104,158.9,122,47.4,73,3.9,9,4,True
NJ,93,415,No,No,0,146.3,85,216.6,95,233.0,82,11.5,3,0,False
OH,160,415,No,No,0,206.3,66,241.1,109,227.8,102,11.7,6,0,False
NM,55,415,No,No,0,132.0,103,279.6,114,180.0,74,13.5,4,0,False
OH,88,408,No,No,0,274.6,105,161.1,121,194.4,123,9.2,4,2,False
MI,63,510,No,No,0,185.3,87,225.3,87,194.3,93,11.7,3,0,False
IL,57,415,No,Yes,30,179.2,105,283.2,83,228.1,77,14.7,5,1,False
RI,138,510,Yes,No,0,286.2,61,187.2,60,146.2,114,11.0,4,2,True
AR,115,408,No,No,0,268.0,115,153.6,106,232.3,65,17.0,1,3,False
NY,171,415,No,No,0,137.5,110,198.1,109,292.7,131,13.3,5,2,False
NC,127,510,No,No,0,134.9,79,221.5,114,113.8,118,15.0,2,1,False
OR,61,415,No,No,0,234.2,76,216.7,108,130.6,122,13.9,2,1,False
VT,131,415,No,No,0,175.1,73,171.9,116,131.1,94,7.3,6,1,False
SD,88,408,No,No,0,142.2,107,262.4,84,139.2,99,10.1,5,1,False
DC,130,510,No,No,0,132.4,81,200.3,110,202.5,103,6.0,1,2,False
RI,89,415,No,Yes,24,97.8,98,207.2,67,214.5,126,5.9,2,0,False
ID,82,415,No,No,0,266.9,83,229.7,74,251.7,99,11.0,6,3,True
MN,115,415,No,No,0,200.2,92,244.9,107,190.9,96,8.8,3,1,False
WV,117,510,Yes,No,0,198.4,121,249.5,104,162.8,115,10.5,5,1,False
NH,60,415,No,No,0,180.3,67,208.0,68,181.2,101,12.8,6,2,False
WI,62,415,No,No,0,86.3,84,238.7,99,238.4,79,12.5,1,2,False
IN,131,408,No,No,0,240.9,108,167.4,91,322.2,109,14.7,8,3,False
IN,65,408,No,No,0,207.7,109,217.5,117,125.6,111,8.0,5,1,False
OR,142,510,No,Yes,22,224.4,114,146.0,106,241.4,98,8.8,2,1,False
OK,134,415,No,No,0,164.9,115,126.5,96,238.5,125,10.0,9,2,False
NJ,139,415,No,Yes,43,231.0,85,222.3,82,148.0,105,8.3,5,2,False
AR,76,408,No,No,0,107.3,140,238.2,133,271.8,116,10.0,3,4,True
UT,100,408,No,No,0,185.0,122,182.5,92,274.9,92,5.1,8,1,False
DC,99,415,No,Yes,31,244.1,71,203.4,58,234.0,115,7.7,4,3,False
OH,106,415,No,Yes,30,220.1,105,222.2,109,158.4,96,13.1,8,0,False
KS,170,415,No,Yes,42,199.5,119,135.0,90,184.6,49,10.9,3,4,True
SC,78,415,No,No,0,109.5,105,286.1,90,247.6,113,4.9,9,1,False
TN,39,408,No,No,0,187.2,110,114.7,116,104.7,83,13.2,5,1,False
MI,119,510,Yes,Yes,22,172.1,119,223.6,133,150.0,94,13.9,20,1,True
RI,95,408,No,No,0,160.0,133,215.3,98,188.9,87,9.1,4,0,False
MO,116,408,No,No,0,51.1,106,208.6,137,198.0,92,12.3,3,1,False
TN,110,415,No,No,0,227.7,88,170.0,96,128.7,57,11.7,5,1,False
CT,74,510,No,No,0,203.8,77,205.1,111,154.9,109,9.0,2,1,False
ME,148,408,No,Yes,33,241.7,84,165.8,84,160.6,80,11.3,3,1,False
MD,83,510,No,No,0,78.1,70,239.3,115,144.4,112,12.3,4,1,False
NC,73,408,No,No,0,187.8,95,149.2,143,201.4,113,11.0,4,2,False
SC,111,415,No,Yes,21,127.1,94,228.3,116,166.7,108,7.1,3,1,False
LA,75,510,Yes,No,0,153.2,78,210.8,99,153.5,100,7.8,3,1,False
IL,71,510,Yes,No,0,186.1,114,198.6,140,206.5,80,13.8,5,4,True
IN,58,415,No,Yes,22,224.1,127,238.8,85,174.2,86,11.5,7,2,False
OK,172,408,No,No,0,203.9,109,234.0,123,160.7,65,17.8,4,4,False
IA,45,415,No,No,0,211.3,87,165.7,97,265.9,72,13.3,6,1,False
VT,100,408,Yes,No,0,219.4,112,225.7,102,255.3,95,12.0,4,4,False
NY,94,415,No,No,0,190.4,91,92.0,107,224.8,108,13.6,17,2,False
LA,128,415,No,No,0,147.7,94,283.3,83,188.3,124,6.9,5,2,False
SC,181,408,No,No,0,229.9,130,144.4,93,262.4,110,14.2,4,2,False
ID,127,408,No,No,0,102.8,128,143.7,95,191.4,97,10.0,5,1,False
MO,89,415,No,No,0,178.7,81,233.7,74,131.9,120,9.1,4,1,False
ME,149,415,No,Yes,18,148.5,106,114.5,106,178.3,98,6.5,4,0,False
MS,103,510,No,Yes,29,164.1,111,219.1,96,220.3,108,12.3,9,0,False
SD,163,415,Yes,No,0,197.2,90,188.5,113,211.1,94,7.8,8,1,False
OK,52,415,No,No,0,124.9,131,300.5,118,192.5,106,11.6,4,2,False
WY,89,415,No,No,0,115.4,99,209.9,115,280.9,112,15.9,6,3,False
GA,122,510,Yes,No,0,140.0,101,196.4,77,120.1,133,9.7,4,4,True
